"ID_RSU";"LCZ_PRIMARY";"LCZ_UNIQUENESS_VALUE";"ID_RSU.1";"LCZ_PRIMARY.1";"LCZ_UNIQUENESS_VALUE.1";"area";"agree";"location"
721;"Bare rock paved";NA;253;"Open low";0.0606276060554452;0.25730218514218;FALSE;"Your Place"
444;"Low plants";NA;253;"Open low";0.0606276060554452;75.9751868059539;FALSE;"Your Place"
574;"Sparsely Built";0.81923609073883;260;"Open low";0.722746863409091;3.24187799874926;FALSE;"Your Place"
638;"Sparsely Built";0.0978120980482985;260;"Open low";0.722746863409091;7416.52667213487;FALSE;"Your Place"
662;"Sparsely Built";1;260;"Open low";0.722746863409091;8.2836297773174;FALSE;"Your Place"
620;"Large low";NA;260;"Open low";0.722746863409091;50.1416678519454;FALSE;"Your Place"
939;"Sparsely Built";0.914899288590476;261;"Sparsely Built";1;18.8075495623052;TRUE;"Your Place"
849;"Bare rock paved";NA;261;"Sparsely Built";1;5.55496359348763;FALSE;"Your Place"
699;"Low plants";NA;261;"Sparsely Built";1;58.0947691725887;FALSE;"Your Place"
853;"Low plants";NA;261;"Sparsely Built";1;3.44648964598309;FALSE;"Your Place"
706;"Scattered trees";NA;261;"Sparsely Built";1;80.0575353404274;FALSE;"Your Place"
746;"Scattered trees";NA;261;"Sparsely Built";1;44766.8039589131;FALSE;"Your Place"
809;"Scattered trees";NA;261;"Sparsely Built";1;41.4406355969986;FALSE;"Your Place"
560;"Open mid";0.0098264733783637;262;"Sparsely Built";1;8.64976837674112;FALSE;"Your Place"
574;"Sparsely Built";0.81923609073883;262;"Sparsely Built";1;3.97970198957773;TRUE;"Your Place"
638;"Sparsely Built";0.0978120980482985;262;"Sparsely Built";1;68.3982228823152;TRUE;"Your Place"
662;"Sparsely Built";1;262;"Sparsely Built";1;4251.55754217086;TRUE;"Your Place"
708;"Sparsely Built";1;262;"Sparsely Built";1;0.475033851602348;TRUE;"Your Place"
747;"Sparsely Built";0.450134993225058;262;"Sparsely Built";1;40.4764135437727;TRUE;"Your Place"
750;"Open low";0.865935720198607;262;"Sparsely Built";1;53.0197395258583;FALSE;"Your Place"
620;"Large low";NA;262;"Sparsely Built";1;28.3517418201081;FALSE;"Your Place"
749;"Scattered trees";NA;262;"Sparsely Built";1;1032.37732715748;FALSE;"Your Place"
726;"Bare rock paved";NA;262;"Sparsely Built";1;697.166501415428;FALSE;"Your Place"
693;"Scattered trees";NA;262;"Sparsely Built";1;5961.80267675361;FALSE;"Your Place"
670;"Sparsely Built";1;266;"Sparsely Built";0.610508161791149;15.7289747281757;TRUE;"Your Place"
708;"Sparsely Built";1;266;"Sparsely Built";0.610508161791149;129.183162655681;TRUE;"Your Place"
714;"Sparsely Built";1;266;"Sparsely Built";0.610508161791149;35547.8690857972;TRUE;"Your Place"
732;"Sparsely Built";1;266;"Sparsely Built";0.610508161791149;106.298423450389;TRUE;"Your Place"
854;"Sparsely Built";1;266;"Sparsely Built";0.610508161791149;27.1781842464115;TRUE;"Your Place"
902;"Scattered trees";NA;266;"Sparsely Built";0.610508161791149;0.41451841685921;FALSE;"Your Place"
822;"Bare rock paved";NA;266;"Sparsely Built";0.610508161791149;2302.61707077734;FALSE;"Your Place"
831;"Low plants";NA;266;"Sparsely Built";0.610508161791149;0.70308758156898;FALSE;"Your Place"
551;"Low plants";NA;266;"Sparsely Built";0.610508161791149;11.5113811939664;FALSE;"Your Place"
653;"Open low";0.242483851659319;267;"Open low";0.629941844950683;6551.23157838712;TRUE;"Your Place"
668;"Open low";0.301392971999253;267;"Open low";0.629941844950683;4633.29851617001;TRUE;"Your Place"
674;"Open low";1;267;"Open low";0.629941844950683;16.6613451967364;TRUE;"Your Place"
695;"Open low";0.665952915876931;267;"Open low";0.629941844950683;7037.44321526261;TRUE;"Your Place"
